,SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
3967,590098,SBI GOLD ETS,E ,Q,55.54,55.55,55.08,55.17,55.17,55.6,665,77673,4293768.0,
3968,590099,QUANTUM GOLD,E ,Q,53.56,53.56,53.3,53.3,53.3,53.71,28,541,28932.0,
3969,590101,UTI GOLD ETF,E ,Q,54.04,54.3,53.75,53.84,53.75,54.19,271,25243,1364118.0,
3970,590103,NIFTYBEES   ,B ,Q,239.17,239.6,237.5,237.73,237.69,239.17,1671,153292,36508217.0,
3971,590104,JUNIORBEES  ,B ,Q,563.62,574.24,563.62,572.22,572.57,566.53,193,1964,1118193.0,
3972,590106,BANKBEES    ,B ,Q,488.42,488.8,483.0,486.59,487.45,486.58,420,11700,5683852.0,
3973,590107,KOTAK PSU BK,B ,Q,570.1,581.5,567.0,580.15,581.5,572.19,156,3562,2043689.0,
3974,590108,PSUBNKBEES  ,B ,Q,63.99,64.8,63.1,64.46,64.46,63.67,500,52240,3358082.0,
3975,590109,SHARIABEES  ,B ,Q,494.0,494.0,482.0,482.12,482.23,489.85,25,185,89608.0,
3976,590110,QNIFTY      ,B ,Q,2306.0,2308.0,2302.0,2302.0,2302.0,2317.89,11,175,403382.0,
3977,590113,HNGSNGBEES  ,E ,Q,250.0,250.0,246.6,247.28,247.28,251.55,574,29647,7358243.0,
3978,590115,MOM50       ,B ,Q,220.16,220.9,219.0,219.93,219.93,220.43,30,338,74258.0,
3979,590134,MADRASFERT  ,B ,Q,117.15,118.4,114.7,115.45,115.45,116.6,1177,92128,10731375.0,
3980,590136,KOTAKBKETF  ,B ,Q,487.41,488.15,484.54,485.59,486.84,487.17,64,629,305956.0,
3981,590137,SETFNIFBK   ,B ,Q,482.7,483.6,480.5,482.73,483.0,482.99,726,22364,10801529.0,
3982,590138,SETFNIF50   ,B ,Q,225.2,225.67,224.33,224.5,224.33,225.94,179,5085,1143666.0,
3983,717505,TVSHLNCRPS  ,F ,P,10.69,10.69,10.53,10.53,10.53,10.52,64,13373,141065.0,
3984,750815,LLOYDS-RE   ,R ,Q,24.51,25.1,24.1,24.85,24.85,25.42,1616,193938,4800551.0,
3985,800254,SGBAUG24    ,G ,B,6445.0,6445.0,6445.0,6445.0,6445.0,6359.0,1,1,6445.0,
3986,800258,SGB2016IIA  ,G ,B,6320.0,6320.0,6320.0,6320.0,6320.0,6290.0,4,22,139040.0,
3987,800259,SGB2016IIIA ,G ,B,6276.0,6324.59,6276.0,6324.59,6324.59,6206.0,5,96,602544.0,
3988,800265,SGB2016IV   ,G ,B,6401.0,6401.0,6401.0,6401.0,6401.0,6426.0,1,10,64010.0,
3989,800269,SGBJULY25   ,G ,B,6300.0,6300.0,6298.0,6298.0,6298.0,6210.03,2,3,18896.0,
3990,800274,SGBNOV25    ,G ,B,6201.0,6201.0,6201.0,6201.0,6201.0,6432.0,1,1,6201.0,
3991,800280,SGBDEC25B   ,G ,B,6300.0,6300.0,6300.0,6300.0,6300.0,6206.01,1,1,6300.0,
3992,800288,SGBOCT26    ,G ,B,6300.0,6300.0,6290.0,6300.0,6300.0,6300.0,7,46,289740.0,
3993,800290,SGBDEC26    ,G ,B,6180.0,6180.0,6180.0,6180.0,6180.0,6480.0,1,10,61800.0,
3994,800291,SGBJAN27    ,G ,B,6437.0,6437.0,6437.0,6437.0,6437.0,6105.0,5,32,205984.0,
3995,800297,SGBAUG27    ,G ,B,6350.0,6350.0,6350.0,6350.0,6350.0,6350.0,5,18,114300.0,
3996,800303,SGBOCT27A   ,G ,B,6200.01,6200.01,6200.01,6200.01,6200.01,6130.81,1,1,6200.0,
3997,800312,SGBDEC27    ,G ,B,6275.0,6275.0,6275.0,6275.0,6275.0,6439.0,1,2,12550.0,
3998,800318,SGBAPR28    ,G ,B,6535.0,6535.0,6364.0,6364.0,6364.0,6444.17,10,25,159494.0,
3999,800320,SGBMAY28    ,G ,B,6299.0,6300.0,6285.0,6285.0,6285.0,6277.82,5,28,176367.0,
4000,800322,SGBJUN28    ,G ,B,6270.25,6270.25,6270.25,6270.25,6270.25,6270.0,1,2,12540.0,
4001,800324,SGBJULY28   ,G ,B,6315.0,6349.9,6312.11,6340.0,6340.0,6334.99,10,156,989247.0,
4002,800325,SGBAUG28    ,G ,B,6335.0,6370.0,6330.0,6350.3,6365.0,6331.0,33,215,1364499.0,
4003,800327,SGBSEP28    ,G ,B,6300.2,6300.2,6300.2,6300.2,6300.2,6300.0,1,5,31501.0,
4004,800329,SGBNOV28    ,G ,B,6315.01,6315.01,6315.0,6315.0,6315.0,6285.0,2,2,12630.0,
4005,800331,SGBJAN29    ,G ,B,6369.5,6369.5,6340.5,6340.5,6340.5,6322.0,2,11,69774.0,
4006,800339,SGBMAR29    ,G ,B,6310.0,6323.0,6310.0,6323.0,6323.0,6300.0,7,125,789075.0,
4007,800340,SGBMAY29    ,G ,B,6224.99,6295.0,6224.99,6294.0,6292.0,6287.4,3,6,37556.0,
